Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Andreea,2023-05-30 13:05:12,00:11:36,,Muted: Season 1: Episode 4,,iPhone 12 Pro Max,00:42:59,00:42:59,RO (Romania)
Andreea,2023-05-29 18:22:03,00:31:16,,Muted: Season 1: Episode 4,,iPhone 12 Pro Max,00:31:23,Not latest view,RO (Romania)
Andreea,2023-05-29 17:54:00,00:28:01,,Muted: Season 1: Episode 3,,iPhone 12 Pro Max,00:45:43,00:45:43,RO (Romania)
Andreea,2023-05-28 17:09:17,00:19:45,,Muted: Season 1: Episode 3,,iPhone 12 Pro Max,00:17:41,Not latest view,RO (Romania)
Andreea,2023-05-28 16:53:09,00:16:07,,Muted: Season 1: Episode 2,,iPhone 12 Pro Max,00:45:08,00:45:08,RO (Romania)
Andreea,2023-05-28 09:59:45,00:29:01,,Muted: Season 1: Episode 2,,iPhone 12 Pro Max,00:29:01,Not latest view,RO (Romania)
Andreea,2023-05-28 09:33:14,00:26:27,,Muted: Season 1: Episode 1,,iPhone 12 Pro Max,00:46:47,00:46:47,RO (Romania)
Andreea,2023-05-27 15:05:43,00:39:20,,Queen Cleopatra: Season 1: The Last Pharaoh (Episode 4),,iPhone 12 Pro Max,00:42:02,00:42:02,RO (Romania)
Andreea,2023-05-27 11:01:02,00:02:19,,Queen Cleopatra: Season 1: The Last Pharaoh (Episode 4),,iPhone 12 Pro Max,00:02:42,Not latest view,RO (Romania)
Andreea,2023-05-27 10:21:37,00:38:00,,Queen Cleopatra: Season 1: What Must Be Done (Episode 3),,iPhone 12 Pro Max,00:39:30,00:39:30,RO (Romania)
Andreea,2023-05-27 10:10:36,00:11:00,,Queen Cleopatra: Season 1: When in Rome (Episode 2),,iPhone 12 Pro Max,00:45:07,00:45:07,RO (Romania)
Andreea,2023-05-27 09:24:27,00:04:08,,FUBAR: Season 1: That's It and That's All (Episode 8),,iPhone 12 Pro Max,00:42:16,00:42:16,RO (Romania)
Andreea,2023-05-27 09:24:20,00:00:04,,FUBAR: Season 1: Urine Luck (Episode 7),,iPhone 12 Pro Max,00:48:25,00:48:25,RO (Romania)
Andreea,2023-05-27 09:22:27,00:01:42,Autoplayed: user action: None; ,Season 6 Trailer: Selling Sunset,TRAILER,iPhone 12 Pro Max,00:01:42,00:01:42,RO (Romania)
Andreea,2023-05-27 08:36:00,00:42:10,,FUBAR: Season 1: That's It and That's All (Episode 8),,iPhone 12 Pro Max,00:42:16,Not latest view,RO (Romania)
Andreea,2023-05-27 07:46:50,00:48:15,,FUBAR: Season 1: Urine Luck (Episode 7),,iPhone 12 Pro Max,00:48:21,Not latest view,RO (Romania)
Andreea,2023-05-27 07:35:08,00:11:41,,FUBAR: Season 1: Royally Flushed (Episode 6),,iPhone 12 Pro Max,00:56:01,00:56:01,RO (Romania)
Andreea,2023-05-26 16:53:28,00:09:55,,FUBAR: Season 1: Royally Flushed (Episode 6),,iPhone 12 Pro Max,00:44:20,Not latest view,RO (Romania)
Andreea,2023-05-26 16:15:56,00:34:19,,FUBAR: Season 1: Royally Flushed (Episode 6),,iPhone 12 Pro Max,00:34:25,Not latest view,RO (Romania)
Andreea,2023-05-26 15:19:10,00:53:38,,"FUBAR: Season 1: Here Today, Gone To-Marrow (Episode 5)",,iPhone 12 Pro Max,00:53:44,00:53:44,RO (Romania)
Andreea,2023-05-26 15:01:34,00:17:07,,FUBAR: Season 1: Armed & Dane-gerous (Episode 4),,iPhone 12 Pro Max,00:53:52,00:53:52,RO (Romania)
Andreea,2023-05-26 15:01:08,00:00:11,,"FUBAR: Season 1: Here Today, Gone To-Marrow (Episode 5)",,iPhone 12 Pro Max,00:25:41,Not latest view,RO (Romania)
Andreea,2023-05-25 17:58:33,01:14:04,,"FUBAR: Season 1: Here Today, Gone To-Marrow (Episode 5)",,iPhone 12 Pro Max,00:25:30,Not latest view,RO (Romania)
Andreea,2023-05-25 17:20:53,00:37:39,,FUBAR: Season 1: Armed & Dane-gerous (Episode 4),,iPhone 12 Pro Max,00:53:54,Not latest view,RO (Romania)
Andreea,2023-05-25 17:18:27,00:02:13,,FUBAR: Season 1: Honeyplot (Episode 3),,iPhone 12 Pro Max,00:02:19,00:02:19,RO (Romania)
Andreea,2023-05-25 17:18:20,00:00:07,,FUBAR: Season 1: Stole Train (Episode 2),,iPhone 12 Pro Max,00:42:57,00:42:57,RO (Romania)
Andreea,2023-05-25 16:45:16,00:08:49,,FUBAR: Season 1: Armed & Dane-gerous (Episode 4),,iPhone 12 Pro Max,00:16:15,Not latest view,RO (Romania)
Andreea,2023-05-25 15:52:34,00:38:36,,FUBAR: Season 1: Honeyplot (Episode 3),,iPhone 12 Pro Max,00:51:54,Not latest view,RO (Romania)
Andreea,2023-05-25 15:09:49,00:42:44,,FUBAR: Season 1: Stole Train (Episode 2),,iPhone 12 Pro Max,00:42:50,Not latest view,RO (Romania)
Andreea,2023-05-25 14:17:06,00:52:07,,FUBAR: Season 1: Take Your Daughter to Work Day (Episode 1),,iPhone 12 Pro Max,00:52:07,00:52:07,RO (Romania)
Andreea,2023-05-24 17:20:12,00:33:55,,Queen Cleopatra: Season 1: When in Rome (Episode 2),,iPhone 12 Pro Max,00:34:07,Not latest view,RO (Romania)
Andreea,2023-05-24 16:13:37,01:06:25,,Queen Cleopatra: Season 1: Rivals (Episode 1),,iPhone 12 Pro Max,00:47:37,00:47:37,RO (Romania)
Andreea,2023-05-24 16:12:31,00:00:48,Autoplayed: user action: None; ,Season 1 Teaser 3: The Ultimatum: Queer Love,TEASER_TRAILER,iPhone 12 Pro Max,00:00:48,00:00:48,RO (Romania)
Andreea,2023-05-23 13:29:34,00:20:20,,Muted: Season 1: Episode 1,,iPhone 12 Pro Max,00:20:20,Not latest view,RO (Romania)
Andreea,2023-05-23 13:28:36,00:00:32,Autoplayed: user action: None; ,Trailer: Faithfully Yours,TRAILER,iPhone 12 Pro Max,00:00:32,00:00:32,RO (Romania)
Andreea,2023-05-23 13:26:30,00:01:49,Autoplayed: user action: None; ,Season 1 Trailer: Muted,TRAILER,iPhone 12 Pro Max,00:01:49,00:01:49,RO (Romania)
Andreea,2023-05-22 13:44:27,00:00:59,Autoplayed: user action: None; ,Season 6 Trailer: Selling Sunset,TRAILER,Chrome PC (Cadmium),00:00:59,Not latest view,RO (Romania)
Andreea,2023-05-19 15:54:30,00:00:04,Autoplayed: user action: None; ,Plot Clip: Royalteen: Princess Margrethe,HOOK,iPhone 12 Pro Max,00:00:04,00:00:04,RO (Romania)
Andreea,2023-05-19 15:54:19,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: The Night Agent,TRAILER,iPhone 12 Pro Max,00:00:10,00:00:10,RO (Romania)
Andreea,2023-05-19 15:53:58,00:00:14,Autoplayed: user action: None; ,Adela: Season 1_hook_primary_16x9,HOOK,iPhone 12 Pro Max,00:00:14,00:00:14,RO (Romania)
Andreea,2023-05-19 15:52:56,00:00:14,Autoplayed: user action: None; ,Season 1 Trailer: Perfil falso,TRAILER,iPhone 12 Pro Max,00:00:14,00:00:14,RO (Romania)
Andreea,2023-05-18 18:37:58,00:00:37,,"Romina, My Life",,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:34,00:01:34,RO (Romania)
Andreea,2023-05-16 20:33:07,01:21:08,Autoplayed: user action: User_Interaction; ,"Romina, My Life",,Vestel ODM 4.3 Nova 2K TV Smart TV,01:22:07,Not latest view,RO (Romania)
Andreea,2023-05-16 20:31:40,00:01:00,,"Romina, VTM_hook_primary_16x9",HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:00,00:01:00,RO (Romania)
Andreea,2023-05-16 20:29:26,00:02:10,,Trailer: Anna Nicole Smith: You Don’t Know Me,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:10,00:02:10,RO (Romania)
Andreea,2023-05-16 20:27:39,00:01:43,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:43,00:01:43,RO (Romania)
Andreea,2023-05-16 18:37:41,01:47:21,,The Mother,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:45:59,01:45:59,RO (Romania)
Andreea,2023-05-16 18:37:14,00:00:19,Autoplayed: user action: None; ,Season 1 Relatable Clip: Queens,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:19,00:00:19,RO (Romania)
Andreea,2023-05-16 18:36:41,00:00:19,Autoplayed: user action: None; ,Teaser: The Mother,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:19,00:00:19,RO (Romania)
Andreea,2023-05-16 18:36:18,00:00:19,Autoplayed: user action: None; ,Teaser: The Mother,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:19,Not latest view,RO (Romania)
Andreea,2023-05-13 22:59:33,00:00:16,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Sony Sony CE SONY SimpleTV 2015 Sal Smart TV,00:00:28,Not latest view,RO (Romania)
Andreea,2023-05-13 22:59:01,00:00:27,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Sony Sony CE SONY SimpleTV 2015 Sal Smart TV,00:00:27,Not latest view,RO (Romania)
Andreea,2023-05-13 21:00:59,01:57:28,,The Mother,,Sony Sony CE SONY SimpleTV 2015 Sal Smart TV,01:57:28,Not latest view,RO (Romania)
Andreea,2023-05-13 21:00:13,00:00:19,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Sony Sony CE SONY SimpleTV 2015 Sal Smart TV,00:00:19,Not latest view,RO (Romania)
Andreea,2023-05-12 13:44:02,00:00:08,Autoplayed: user action: None; ,Genre Specific Moment Clip: The Mother,HOOK,iPhone 12 Pro Max,00:00:08,00:00:08,RO (Romania)
Andreea,2023-05-11 05:57:42,00:00:06,Autoplayed: user action: User_Interaction; ,Queen Charlotte: A Bridgerton Story: Series: Honeymoon Bliss (Episode 2),,Vestel ODM 4.3 Nova 2K TV Smart TV,00:08:37,00:08:37,RO (Romania)
Andreea,2023-05-11 05:48:47,00:08:30,,Queen Charlotte: A Bridgerton Story: Series: Honeymoon Bliss (Episode 2),,Vestel ODM 4.3 Nova 2K TV Smart TV,00:08:33,Not latest view,RO (Romania)
Andreea,2023-05-11 05:47:42,00:00:52,,Teaser 1: Queen Charlotte: A Bridgerton Story,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:52,00:00:52,RO (Romania)
Andreea,2023-05-11 05:44:31,00:02:35,,Trailer: Queen Charlotte: A Bridgerton Story,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:35,00:02:35,RO (Romania)
Andreea,2023-05-11 04:36:35,01:05:44,,Queen Charlotte: A Bridgerton Story: Series: Crown Jewels (Episode 6),,Vestel ODM 4.3 Nova 2K TV Smart TV,01:23:37,01:23:37,RO (Romania)
Andreea,2023-05-11 04:36:11,00:00:02,Autoplayed: user action: None; ,Queen Charlotte: A Bridgerton Story: Series: Queen to Be (Episode 1),,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:02,00:00:02,RO (Romania)
Andreea,2023-05-11 04:35:30,00:00:04,Autoplayed: user action: None; ,Queen Charlotte: A Bridgerton Story: Series: Queen to Be (Episode 1),,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:00,Not latest view,RO (Romania)
Andreea,2023-05-10 16:26:34,00:00:12,Autoplayed: user action: None; ,Trailer: Resort To Love,TRAILER,iPhone 12 Pro Max,00:00:12,00:00:12,RO (Romania)
Andreea,2023-05-10 16:26:16,00:00:15,Autoplayed: user action: None; ,Season 2 Cliffhanger Clip 2: Love Is Blind: Brazil,HOOK,iPhone 12 Pro Max,00:00:15,00:00:15,RO (Romania)
Andreea,2023-05-10 14:25:49,00:06:32,,Obsession: Limited Series: Episode 4,,iPhone 12 Pro Max,00:35:31,00:35:31,RO (Romania)
Andreea,2023-05-10 13:40:53,00:15:54,,Obsession: Limited Series: Episode 4,,iPhone 12 Pro Max,00:28:58,Not latest view,RO (Romania)
Andreea,2023-05-10 12:57:08,00:35:56,,Obsession: Limited Series: Episode 3,,iPhone 12 Pro Max,00:40:38,00:40:38,RO (Romania)
Andreea,2023-05-10 08:25:47,00:22:52,,Obsession: Limited Series: Episode 2,,iPhone 12 Pro Max,00:38:43,00:38:43,RO (Romania)
Andreea,2023-05-09 18:23:13,00:16:30,,Obsession: Limited Series: Episode 2,,iPhone 12 Pro Max,00:16:31,Not latest view,RO (Romania)
Andreea,2023-05-09 17:52:05,00:30:53,,Obsession: Limited Series: Episode 1,,iPhone 12 Pro Max,00:30:53,00:30:53,RO (Romania)
Andreea,2023-05-09 17:51:47,00:00:02,Autoplayed: user action: None; ,Obsession: Limited Series: Episode 1,,iPhone 12 Pro Max,00:00:02,Not latest view,RO (Romania)
Andreea,2023-05-06 16:52:30,00:10:28,,The Diplomat: Season 1: Don't Call It a Kidnapping (Episode 2),,iPhone 12 Pro Max,00:10:52,00:10:52,RO (Romania)
Andreea,2023-05-06 15:56:22,00:08:30,,The Diplomat: Season 1: The Cinderella Thing (Episode 1),,iPhone 12 Pro Max,00:50:50,00:50:50,RO (Romania)
Andreea,2023-05-06 15:56:14,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip 2: The Diplomat,HOOK,iPhone 12 Pro Max,00:00:04,00:00:04,RO (Romania)
Andreea,2023-05-06 15:06:14,00:49:38,,A Tourist's Guide to Love,,iPhone 12 Pro Max,01:29:30,01:29:30,RO (Romania)
Andreea,2023-05-06 13:30:41,00:00:53,Autoplayed: user action: None; ,Inferno_hook_primary_16x9,HOOK,iPhone 12 Pro Max,00:00:53,00:00:53,RO (Romania)
Andreea,2023-05-04 14:11:06,00:00:07,Autoplayed: user action: None; ,2 Hearts_hook_primary_16x9,HOOK,iPhone 12 Pro Max,00:00:08,00:00:08,RO (Romania)
Andreea,2023-05-04 14:09:52,00:01:00,Autoplayed: user action: None; ,"Romina, VTM_hook_primary_16x9",HOOK,iPhone 12 Pro Max,00:01:00,Not latest view,RO (Romania)
Andreea,2023-05-04 14:09:28,00:00:09,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: The Tailor,HOOK,iPhone 12 Pro Max,00:00:09,00:00:09,RO (Romania)
Andreea,2023-05-03 16:40:08,00:21:09,,Workin' Moms: Season 7: The End (Episode 13),,iPhone 12 Pro Max,00:21:15,00:21:15,RO (Romania)
Andreea,2023-05-03 16:18:57,00:21:10,,Workin' Moms: Season 7: Fun Fair (Episode 12),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-03 16:12:07,00:06:48,,Workin' Moms: Season 7: Two Steve Jobs (Episode 11),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-03 15:45:28,00:09:58,,Workin' Moms: Season 7: Two Steve Jobs (Episode 11),,iPhone 12 Pro Max,00:14:28,Not latest view,RO (Romania)
Andreea,2023-05-03 15:39:01,00:06:20,,Workin' Moms: Season 7: The Proposal (Episode 10),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-03 13:55:19,00:17:40,,Workin' Moms: Season 7: The Proposal (Episode 10),,iPhone 12 Pro Max,00:14:56,Not latest view,RO (Romania)
Andreea,2023-05-03 13:34:08,00:21:10,,Workin' Moms: Season 7: Old Sloane (Episode 9),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-03 13:23:50,00:10:11,,Workin' Moms: Season 7: Fast and Soft (Episode 8),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-02 16:16:21,00:13:39,,Workin' Moms: Season 7: Fast and Soft (Episode 8),,iPhone 12 Pro Max,00:13:45,Not latest view,RO (Romania)
Andreea,2023-05-02 15:51:16,00:18:45,,Workin' Moms: Season 7: It's All Gone (Episode 7),,iPhone 12 Pro Max,00:21:13,00:21:13,RO (Romania)
Andreea,2023-05-02 15:20:19,00:21:13,,Workin' Moms: Season 7: It's Five O'Clock Somewhere (Episode 6),,iPhone 12 Pro Max,00:21:14,00:21:14,RO (Romania)
Andreea,2023-05-02 14:54:57,00:18:35,,Workin' Moms: Season 7: The Sterilizer (Episode 5),,iPhone 12 Pro Max,00:22:54,00:22:54,RO (Romania)
Andreea,2023-05-02 12:31:39,00:03:26,,Workin' Moms: Season 7: The Sterilizer (Episode 5),,iPhone 12 Pro Max,00:04:49,Not latest view,RO (Romania)
Andreea,2023-05-01 18:37:07,00:01:17,,Workin' Moms: Season 7: The Sterilizer (Episode 5),,iPhone 12 Pro Max,00:01:23,Not latest view,RO (Romania)
Andreea,2023-05-01 18:15:56,00:21:10,,Workin' Moms: Season 7: Funny Business (Episode 4),,iPhone 12 Pro Max,00:21:16,00:21:16,RO (Romania)
Andreea,2023-05-01 17:54:45,00:21:10,,Workin' Moms: Season 7: I Got This (Episode 3),,iPhone 12 Pro Max,00:21:14,00:21:14,RO (Romania)
Andreea,2023-05-01 17:33:27,00:21:17,,Workin' Moms: Season 7: A Hoot and A Scream (Episode 2),,iPhone 12 Pro Max,00:21:17,00:21:17,RO (Romania)
Andreea,2023-04-30 10:54:10,00:34:14,,Firefly Lane: Season 2: This Must Be the Place (Episode 16),,iPhone 12 Pro Max,01:08:25,01:08:25,RO (Romania)
Andreea,2023-04-29 12:10:55,00:45:27,,Firefly Lane: Season 2: This Must Be the Place (Episode 16),,iPhone 12 Pro Max,00:34:10,Not latest view,RO (Romania)
Andreea,2023-04-29 11:52:47,00:18:07,,Firefly Lane: Season 2: Moondance (Episode 15),,iPhone 12 Pro Max,00:55:09,00:55:09,RO (Romania)
Andreea,2023-04-29 10:21:33,00:29:47,,Firefly Lane: Season 2: Moondance (Episode 15),,iPhone 12 Pro Max,00:37:02,Not latest view,RO (Romania)
Andreea,2023-04-29 09:12:50,00:55:27,,"Firefly Lane: Season 2: I Can’t Go On, I’ll Go On (Episode 14)",,iPhone 12 Pro Max,00:56:45,00:56:45,RO (Romania)
Andreea,2023-04-28 18:14:15,00:16:21,,"Firefly Lane: Season 2: I Can’t Go On, I’ll Go On (Episode 14)",,iPhone 12 Pro Max,00:12:33,Not latest view,RO (Romania)
Andreea,2023-04-28 18:12:39,00:01:27,,Firefly Lane: Season 2: Can't Fight This Feeling (Episode 13),,iPhone 12 Pro Max,00:49:47,00:49:47,RO (Romania)
Andreea,2023-04-28 16:36:22,00:48:29,,Firefly Lane: Season 2: Can't Fight This Feeling (Episode 13),,iPhone 12 Pro Max,00:48:19,Not latest view,RO (Romania)
Andreea,2023-04-28 16:09:56,00:26:25,,Firefly Lane: Season 2: Time After Time (Episode 12),,iPhone 12 Pro Max,00:46:45,00:46:45,RO (Romania)
Andreea,2023-04-28 09:01:01,00:20:19,,Firefly Lane: Season 2: Time After Time (Episode 12),,iPhone 12 Pro Max,00:20:19,Not latest view,RO (Romania)
Andreea,2023-04-27 16:13:16,00:49:46,,Firefly Lane: Season 2: The Breast Is Yet to Come (Episode 11),,iPhone 12 Pro Max,00:49:46,00:49:46,RO (Romania)
Andreea,2023-04-27 15:28:52,00:44:21,,Firefly Lane: Season 2: All the World’s a Stage (Episode 10),,iPhone 12 Pro Max,00:44:22,00:44:22,RO (Romania)
Andreea,2023-04-27 15:26:11,00:02:38,,Season 2 Part 1 Recap: Firefly Lane,RECAP,iPhone 12 Pro Max,00:02:39,00:02:39,RO (Romania)
Andreea,2023-04-27 15:25:52,00:00:16,Autoplayed: user action: None; ,Season 2 Part 2 Trailer: Firefly Lane,TRAILER,iPhone 12 Pro Max,00:00:17,00:00:17,RO (Romania)
Andreea,2023-04-27 15:08:19,00:02:46,,Workin' Moms: Season 7: Ohmygodohmygodohmygod (Episode 1),,iPhone 12 Pro Max,00:21:12,00:21:12,RO (Romania)
Andreea,2023-04-27 13:39:04,00:05:57,,Workin' Moms: Season 7: Ohmygodohmygodohmygod (Episode 1),,iPhone 12 Pro Max,00:11:18,Not latest view,RO (Romania)
Andreea,2023-04-26 15:43:56,00:41:11,,A Tourist's Guide to Love,,iPhone 12 Pro Max,00:41:11,Not latest view,RO (Romania)
Andreea,2023-04-26 15:43:48,00:00:04,Autoplayed: user action: None; ,Trailer: A Tourist's Guide to Love,TRAILER,iPhone 12 Pro Max,00:00:05,00:00:05,RO (Romania)
Andreea,2023-04-26 15:42:20,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Muted,TRAILER,iPhone 12 Pro Max,00:00:04,Not latest view,RO (Romania)
Andreea,2023-04-26 15:41:59,00:00:14,Autoplayed: user action: None; ,Limited Series Supporting Character Clip: The Nurse,HOOK,iPhone 12 Pro Max,00:00:14,00:00:14,RO (Romania)
Andreea,2023-04-26 15:41:49,00:00:05,Autoplayed: user action: None; ,Season 2 Part 2 Trailer: Firefly Lane,TRAILER,iPhone 12 Pro Max,00:00:05,Not latest view,RO (Romania)
Andreea,2023-04-26 12:51:13,00:00:46,Autoplayed: user action: None; ,Main Character Clip 3: From Scratch,HOOK,iPhone 12 Pro Max,00:00:46,00:00:46,RO (Romania)
Andreea,2023-04-26 11:52:20,00:27:22,,From Scratch: Limited Series: Aftertastes (Episode 8),,iPhone 12 Pro Max,00:52:46,00:52:46,RO (Romania)
Andreea,2023-04-26 10:57:39,00:54:34,,From Scratch: Limited Series: Between the Fire and the Pan (Episode 7),,iPhone 12 Pro Max,00:54:34,00:54:34,RO (Romania)
Andreea,2023-04-26 10:47:33,00:10:05,,From Scratch: Limited Series: Heirlooms (Episode 6),,iPhone 12 Pro Max,00:47:22,00:47:22,RO (Romania)
Andreea,2023-04-25 13:24:21,00:37:11,,From Scratch: Limited Series: Heirlooms (Episode 6),,iPhone 12 Pro Max,00:37:13,Not latest view,RO (Romania)
Andreea,2023-04-25 12:31:42,00:27:42,,From Scratch: Limited Series: Bread and Brine (Episode 5),,iPhone 12 Pro Max,00:51:17,00:51:17,RO (Romania)
Andreea,2023-04-25 11:41:45,00:18:26,,From Scratch: Limited Series: Bitter Almonds (Episode 4),,iPhone 12 Pro Max,00:46:51,00:46:51,RO (Romania)
Andreea,2023-04-25 11:13:05,00:28:38,,From Scratch: Limited Series: A Villa. A Broom. A Cake. (Episode 3),,iPhone 12 Pro Max,00:49:38,00:49:38,RO (Romania)
Andreea,2023-04-24 14:56:20,00:20:54,,From Scratch: Limited Series: A Villa. A Broom. A Cake. (Episode 3),,iPhone 12 Pro Max,00:21:00,Not latest view,RO (Romania)
Andreea,2023-04-24 14:44:24,00:11:55,,From Scratch: Limited Series: Carne e Ossa (Episode 2),,iPhone 12 Pro Max,00:47:17,00:47:17,RO (Romania)
Andreea,2023-04-23 10:15:17,00:00:09,Autoplayed: user action: None; ,Season 2 Trailer: Welcome to Eden,TRAILER,iPhone 12 Pro Max,00:00:10,00:00:10,RO (Romania)
Andreea,2023-04-23 09:29:15,00:02:31,,The Marked Heart: Season 2: Atonement (Episode 10),,iPhone 12 Pro Max,00:45:38,00:45:38,RO (Romania)
Andreea,2023-04-23 08:47:11,00:41:23,,The Marked Heart: Season 2: Out of Control (Episode 9),,iPhone 12 Pro Max,00:41:24,00:41:24,RO (Romania)
Andreea,2023-04-23 00:11:56,00:00:57,Autoplayed: user action: None; ,The Wedding Ringer_hook_primary_16x9,HOOK,iPhone 12 Pro Max,00:00:58,00:00:58,RO (Romania)
Andreea,2023-04-22 23:11:10,00:43:53,,The Marked Heart: Season 2: Against Time (Episode 8),,iPhone 12 Pro Max,00:42:33,00:42:33,RO (Romania)
Andreea,2023-04-22 22:26:08,00:44:54,,The Marked Heart: Season 2: A Terrible Choice (Episode 7),,iPhone 12 Pro Max,00:44:10,00:44:10,RO (Romania)
Andreea,2023-04-22 22:12:07,00:04:53,,The Marked Heart: Season 2: The Last Hope (Episode 6),,iPhone 12 Pro Max,00:42:30,00:42:30,RO (Romania)
Andreea,2023-04-22 22:11:51,00:00:05,,The Marked Heart: Season 2: A Terrible Choice (Episode 7),,iPhone 12 Pro Max,00:00:06,Not latest view,RO (Romania)
